file_id,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,premise_one,premise_two,question_type,overall_premise,p1_outcome,p2_outcome,p1_sentence,p2_sentence,q1,q2,q3,q4,trial_number,q1_type,q2_type,q3_type,q4_type,response,question_order
data_2019-09-03-14-55-13_mfiv6k4jb5,2983.999999999971,<p>How well does Losapentin work?</p>,NA,html-slider-response,78,207181,0.0-2.0-4.12,C+,AB+,control,C+AB+,TRUE,TRUE,People who took Amoxiloft were cured,People who took Cymzepam and Losapentin were cured,How well does Cymzepam work?,How well does Amoxiloft work?,How well does Losapentin work?,How well does the combination of Cymzepam and Losapentin work?,15,2,1,3,4,54,q3
data_2019-09-03-14-55-13_mfiv6k4jb5,2542,<p>How well does the combination of Cymzepam and Losapentin work?</p>,NA,html-slider-response,79,209724,0.0-2.0-5.12,C+,AB+,control,C+AB+,TRUE,TRUE,People who took Amoxiloft were cured,People who took Cymzepam and Losapentin were cured,How well does Cymzepam work?,How well does Amoxiloft work?,How well does Losapentin work?,How well does the combination of Cymzepam and Losapentin work?,15,2,1,3,4,93,q4
data_2019-09-03-14-55-13_mfiv6k4jb5,null,+,null,html-keyboard-response,80,210226,0.0-2.0-0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>People who took Wellbuminophen were not cured</p>,null,html-keyboard-response,81,215228,0.0-2.0-1.13,A-,null,control,A-,FALSE,null,People who took Wellbuminophen were not cured,null,null,How well does Wellbuminophen work?,null,null,10,2,1,3,4,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>null</p>,NA,html-slider-response,82,215232,0.0-2.0-2.13,A-,null,control,A-,FALSE,null,People who took Wellbuminophen were not cured,null,null,How well does Wellbuminophen work?,null,null,10,2,1,3,4,null,q1
data_2019-09-03-14-55-13_mfiv6k4jb5,4589.999999999971,<p>How well does Wellbuminophen work?</p>,NA,html-slider-response,83,219823,0.0-2.0-3.13,A-,null,control,A-,FALSE,null,People who took Wellbuminophen were not cured,null,null,How well does Wellbuminophen work?,null,null,10,2,1,3,4,-48,q2
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>null</p>,NA,html-slider-response,84,219827,0.0-2.0-4.13,A-,null,control,A-,FALSE,null,People who took Wellbuminophen were not cured,null,null,How well does Wellbuminophen work?,null,null,10,2,1,3,4,null,q3
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>null</p>,NA,html-slider-response,85,219839,0.0-2.0-5.13,A-,null,control,A-,FALSE,null,People who took Wellbuminophen were not cured,null,null,How well does Wellbuminophen work?,null,null,10,2,1,3,4,null,q4
data_2019-09-03-14-55-13_mfiv6k4jb5,null,+,null,html-keyboard-response,86,220341,0.0-2.0-0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>People who took Viasone and Clonaminophen were cured</p><p>People who took Viasone were not cured</p>,null,html-keyboard-response,87,225343,0.0-2.0-1.14,AB+,A-,experimental,A-AB+,TRUE,FALSE,People who took Viasone and Clonaminophen were cured,People who took Viasone were not cured,How well does Clonaminophen work?,How well does the combination of Viasone and Clonaminophen work?,null,How well does Viasone work?,7,2,3,4,1,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,5190,<p>How well does Clonaminophen work?</p>,NA,html-slider-response,88,230534,0.0-2.0-2.14,AB+,A-,experimental,A-AB+,TRUE,FALSE,People who took Viasone and Clonaminophen were cured,People who took Viasone were not cured,How well does Clonaminophen work?,How well does the combination of Viasone and Clonaminophen work?,null,How well does Viasone work?,7,2,3,4,1,36,q1
data_2019-09-03-14-55-13_mfiv6k4jb5,2469,<p>How well does the combination of Viasone and Clonaminophen work?</p>,NA,html-slider-response,89,233004,0.0-2.0-3.14,AB+,A-,experimental,A-AB+,TRUE,FALSE,People who took Viasone and Clonaminophen were cured,People who took Viasone were not cured,How well does Clonaminophen work?,How well does the combination of Viasone and Clonaminophen work?,null,How well does Viasone work?,7,2,3,4,1,92,q2
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>null</p>,NA,html-slider-response,90,233008,0.0-2.0-4.14,AB+,A-,experimental,A-AB+,TRUE,FALSE,People who took Viasone and Clonaminophen were cured,People who took Viasone were not cured,How well does Clonaminophen work?,How well does the combination of Viasone and Clonaminophen work?,null,How well does Viasone work?,7,2,3,4,1,null,q3
data_2019-09-03-14-55-13_mfiv6k4jb5,3025,<p>How well does Viasone work?</p>,NA,html-slider-response,91,236035,0.0-2.0-5.14,AB+,A-,experimental,A-AB+,TRUE,FALSE,People who took Viasone and Clonaminophen were cured,People who took Viasone were not cured,How well does Clonaminophen work?,How well does the combination of Viasone and Clonaminophen work?,null,How well does Viasone work?,7,2,3,4,1,-63,q4
data_2019-09-03-14-55-13_mfiv6k4jb5,null,+,null,html-keyboard-response,92,236536,0.0-2.0-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>People who took Doxyca were not cured</p><p>People who took Doxyca and Cotrin were not cured</p>,null,html-keyboard-response,93,241539,0.0-2.0-1.15,A-,AB-,experimental,A-AB-,FALSE,FALSE,People who took Doxyca were not cured,People who took Doxyca and Cotrin were not cured,How well does Doxyca work?,How well does the combination of Doxyca and Cotrin work?,How well does Cotrin work?,null,4,1,3,2,4,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,2469,<p>How well does Doxyca work?</p>,NA,html-slider-response,94,244008,0.0-2.0-2.15,A-,AB-,experimental,A-AB-,FALSE,FALSE,People who took Doxyca were not cured,People who took Doxyca and Cotrin were not cured,How well does Doxyca work?,How well does the combination of Doxyca and Cotrin work?,How well does Cotrin work?,null,4,1,3,2,4,-48,q1
data_2019-09-03-14-55-13_mfiv6k4jb5,2475,<p>How well does the combination of Doxyca and Cotrin work?</p>,NA,html-slider-response,95,246485,0.0-2.0-3.15,A-,AB-,experimental,A-AB-,FALSE,FALSE,People who took Doxyca were not cured,People who took Doxyca and Cotrin were not cured,How well does Doxyca work?,How well does the combination of Doxyca and Cotrin work?,How well does Cotrin work?,null,4,1,3,2,4,-48,q2
data_2019-09-03-14-55-13_mfiv6k4jb5,2091,<p>How well does Cotrin work?</p>,NA,html-slider-response,96,248577,0.0-2.0-4.15,A-,AB-,experimental,A-AB-,FALSE,FALSE,People who took Doxyca were not cured,People who took Doxyca and Cotrin were not cured,How well does Doxyca work?,How well does the combination of Doxyca and Cotrin work?,How well does Cotrin work?,null,4,1,3,2,4,-54,q3
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>null</p>,NA,html-slider-response,97,248581,0.0-2.0-5.15,A-,AB-,experimental,A-AB-,FALSE,FALSE,People who took Doxyca were not cured,People who took Doxyca and Cotrin were not cured,How well does Doxyca work?,How well does the combination of Doxyca and Cotrin work?,How well does Cotrin work?,null,4,1,3,2,4,null,q4
data_2019-09-03-14-55-13_mfiv6k4jb5,null,+,null,html-keyboard-response,98,249082,0.0-2.0-0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>People who took Amloprolol and Clindarall were not cured</p><p>People who took Amloprolol were cured</p>,null,html-keyboard-response,99,254084,0.0-2.0-1.16,AB-,A+,experimental,A+AB-,FALSE,TRUE,People who took Amloprolol and Clindarall were not cured,People who took Amloprolol were cured,How well does Amloprolol work?,null,How well does the combination of Amloprolol and Clindarall work?,How well does Clindarall work?,6,1,4,3,2,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,3293,<p>How well does Amloprolol work?</p>,NA,html-slider-response,100,257379,0.0-2.0-2.16,AB-,A+,experimental,A+AB-,FALSE,TRUE,People who took Amloprolol and Clindarall were not cured,People who took Amloprolol were cured,How well does Amloprolol work?,null,How well does the combination of Amloprolol and Clindarall work?,How well does Clindarall work?,6,1,4,3,2,41,q1
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>null</p>,NA,html-slider-response,101,257388,0.0-2.0-3.16,AB-,A+,experimental,A+AB-,FALSE,TRUE,People who took Amloprolol and Clindarall were not cured,People who took Amloprolol were cured,How well does Amloprolol work?,null,How well does the combination of Amloprolol and Clindarall work?,How well does Clindarall work?,6,1,4,3,2,null,q2
data_2019-09-03-14-55-13_mfiv6k4jb5,1971,<p>How well does the combination of Amloprolol and Clindarall work?</p>,NA,html-slider-response,102,259360,0.0-2.0-4.16,AB-,A+,experimental,A+AB-,FALSE,TRUE,People who took Amloprolol and Clindarall were not cured,People who took Amloprolol were cured,How well does Amloprolol work?,null,How well does the combination of Amloprolol and Clindarall work?,How well does Clindarall work?,6,1,4,3,2,45,q3
data_2019-09-03-14-55-13_mfiv6k4jb5,1983,<p>How well does Clindarall work?</p>,NA,html-slider-response,103,261344,0.0-2.0-5.16,AB-,A+,experimental,A+AB-,FALSE,TRUE,People who took Amloprolol and Clindarall were not cured,People who took Amloprolol were cured,How well does Amloprolol work?,null,How well does the combination of Amloprolol and Clindarall work?,How well does Clindarall work?,6,1,4,3,2,0,q4
data_2019-09-03-14-55-13_mfiv6k4jb5,null,+,null,html-keyboard-response,104,261845,0.0-2.0-0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>People who took Atistatin and Atiloft were cured</p>,null,html-keyboard-response,105,266846,0.0-2.0-1.17,AB+,null,control,AB+,TRUE,null,People who took Atistatin and Atiloft were cured,null,How well does Atistatin work?,How well does the combination of Atistatin and Atiloft work?,null,How well does Atiloft work?,11,1,3,4,2,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,2183,<p>How well does Atistatin work?</p>,NA,html-slider-response,106,269030,0.0-2.0-2.17,AB+,null,control,AB+,TRUE,null,People who took Atistatin and Atiloft were cured,null,How well does Atistatin work?,How well does the combination of Atistatin and Atiloft work?,null,How well does Atiloft work?,11,1,3,4,2,45,q1
data_2019-09-03-14-55-13_mfiv6k4jb5,2605,<p>How well does the combination of Atistatin and Atiloft work?</p>,NA,html-slider-response,107,271637,0.0-2.0-3.17,AB+,null,control,AB+,TRUE,null,People who took Atistatin and Atiloft were cured,null,How well does Atistatin work?,How well does the combination of Atistatin and Atiloft work?,null,How well does Atiloft work?,11,1,3,4,2,92,q2
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>null</p>,NA,html-slider-response,108,271639,0.0-2.0-4.17,AB+,null,control,AB+,TRUE,null,People who took Atistatin and Atiloft were cured,null,How well does Atistatin work?,How well does the combination of Atistatin and Atiloft work?,null,How well does Atiloft work?,11,1,3,4,2,null,q3
data_2019-09-03-14-55-13_mfiv6k4jb5,3061,<p>How well does Atiloft work?</p>,NA,html-slider-response,109,274702,0.0-2.0-5.17,AB+,null,control,AB+,TRUE,null,People who took Atistatin and Atiloft were cured,null,How well does Atistatin work?,How well does the combination of Atistatin and Atiloft work?,null,How well does Atiloft work?,11,1,3,4,2,44,q4
data_2019-09-03-14-55-13_mfiv6k4jb5,null,+,null,html-keyboard-response,110,275203,0.0-2.0-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>People who took Doxytan and Amlopam were cured</p><p>People who took Cymdeine were cured</p>,null,html-keyboard-response,111,280205,0.0-2.0-1.18,AB+,C+,control,C+AB+,TRUE,TRUE,People who took Doxytan and Amlopam were cured,People who took Cymdeine were cured,How well does Doxytan work?,How well does Amlopam work?,null,How well does the combination of Doxytan and Amlopam work?,19,1,2,4,3,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,2368,<p>How well does Doxytan work?</p>,NA,html-slider-response,112,282577,0.0-2.0-2.18,AB+,C+,control,C+AB+,TRUE,TRUE,People who took Doxytan and Amlopam were cured,People who took Cymdeine were cured,How well does Doxytan work?,How well does Amlopam work?,null,How well does the combination of Doxytan and Amlopam work?,19,1,2,4,3,51,q1
data_2019-09-03-14-55-13_mfiv6k4jb5,1884,<p>How well does Amlopam work?</p>,NA,html-slider-response,113,284462,0.0-2.0-3.18,AB+,C+,control,C+AB+,TRUE,TRUE,People who took Doxytan and Amlopam were cured,People who took Cymdeine were cured,How well does Doxytan work?,How well does Amlopam work?,null,How well does the combination of Doxytan and Amlopam work?,19,1,2,4,3,50,q2
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>null</p>,NA,html-slider-response,114,284464,0.0-2.0-4.18,AB+,C+,control,C+AB+,TRUE,TRUE,People who took Doxytan and Amlopam were cured,People who took Cymdeine were cured,How well does Doxytan work?,How well does Amlopam work?,null,How well does the combination of Doxytan and Amlopam work?,19,1,2,4,3,null,q3
data_2019-09-03-14-55-13_mfiv6k4jb5,2247,<p>How well does the combination of Doxytan and Amlopam work?</p>,NA,html-slider-response,115,286712,0.0-2.0-5.18,AB+,C+,control,C+AB+,TRUE,TRUE,People who took Doxytan and Amlopam were cured,People who took Cymdeine were cured,How well does Doxytan work?,How well does Amlopam work?,null,How well does the combination of Doxytan and Amlopam work?,19,1,2,4,3,91,q4
data_2019-09-03-14-55-13_mfiv6k4jb5,null,+,null,html-keyboard-response,116,287213,0.0-2.0-0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>People who took Gabaprolol and Acetabenzaprine were not cured</p><p>People who took Xapro were cured</p>,null,html-keyboard-response,117,292215,0.0-2.0-1.19,AB-,C+,control,C+AB-,FALSE,TRUE,People who took Gabaprolol and Acetabenzaprine were not cured,People who took Xapro were cured,How well does Acetabenzaprine work?,null,How well does the combination of Gabaprolol and Acetabenzaprine work?,How well does Gabaprolol work?,20,2,4,3,1,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,2723,<p>How well does Acetabenzaprine work?</p>,NA,html-slider-response,118,294938,0.0-2.0-2.19,AB-,C+,control,C+AB-,FALSE,TRUE,People who took Gabaprolol and Acetabenzaprine were not cured,People who took Xapro were cured,How well does Acetabenzaprine work?,null,How well does the combination of Gabaprolol and Acetabenzaprine work?,How well does Gabaprolol work?,20,2,4,3,1,0,q1
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>null</p>,NA,html-slider-response,119,294941,0.0-2.0-3.19,AB-,C+,control,C+AB-,FALSE,TRUE,People who took Gabaprolol and Acetabenzaprine were not cured,People who took Xapro were cured,How well does Acetabenzaprine work?,null,How well does the combination of Gabaprolol and Acetabenzaprine work?,How well does Gabaprolol work?,20,2,4,3,1,null,q2
data_2019-09-03-14-55-13_mfiv6k4jb5,1018,<p>How well does the combination of Gabaprolol and Acetabenzaprine work?</p>,NA,html-slider-response,120,295959,0.0-2.0-4.19,AB-,C+,control,C+AB-,FALSE,TRUE,People who took Gabaprolol and Acetabenzaprine were not cured,People who took Xapro were cured,How well does Acetabenzaprine work?,null,How well does the combination of Gabaprolol and Acetabenzaprine work?,How well does Gabaprolol work?,20,2,4,3,1,0,q3
data_2019-09-03-14-55-13_mfiv6k4jb5,1728,<p>How well does Gabaprolol work?</p>,NA,html-slider-response,121,297687,0.0-2.0-5.19,AB-,C+,control,C+AB-,FALSE,TRUE,People who took Gabaprolol and Acetabenzaprine were not cured,People who took Xapro were cured,How well does Acetabenzaprine work?,null,How well does the combination of Gabaprolol and Acetabenzaprine work?,How well does Gabaprolol work?,20,2,4,3,1,0,q4
data_2019-09-03-14-55-13_mfiv6k4jb5,null,+,null,html-keyboard-response,122,298189,0.0-2.0-0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>People who took Atorvaprolol were not cured</p><p>People who took Atorvaprolol and Lorataprazole were cured</p>,null,html-keyboard-response,123,303190,0.0-2.0-1.20,A-,AB+,experimental,A-AB+,FALSE,TRUE,People who took Atorvaprolol were not cured,People who took Atorvaprolol and Lorataprazole were cured,How well does Lorataprazole work?,How well does the combination of Atorvaprolol and Lorataprazole work?,null,How well does Atorvaprolol work?,3,2,3,4,1,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,2367,<p>How well does Lorataprazole work?</p>,NA,html-slider-response,124,305558,0.0-2.0-2.20,A-,AB+,experimental,A-AB+,FALSE,TRUE,People who took Atorvaprolol were not cured,People who took Atorvaprolol and Lorataprazole were cured,How well does Lorataprazole work?,How well does the combination of Atorvaprolol and Lorataprazole work?,null,How well does Atorvaprolol work?,3,2,3,4,1,45,q1
data_2019-09-03-14-55-13_mfiv6k4jb5,2724,<p>How well does the combination of Atorvaprolol and Lorataprazole work?</p>,NA,html-slider-response,125,308282,0.0-2.0-3.20,A-,AB+,experimental,A-AB+,FALSE,TRUE,People who took Atorvaprolol were not cured,People who took Atorvaprolol and Lorataprazole were cured,How well does Lorataprazole work?,How well does the combination of Atorvaprolol and Lorataprazole work?,null,How well does Atorvaprolol work?,3,2,3,4,1,98,q2
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>null</p>,NA,html-slider-response,126,308285,0.0-2.0-4.20,A-,AB+,experimental,A-AB+,FALSE,TRUE,People who took Atorvaprolol were not cured,People who took Atorvaprolol and Lorataprazole were cured,How well does Lorataprazole work?,How well does the combination of Atorvaprolol and Lorataprazole work?,null,How well does Atorvaprolol work?,3,2,3,4,1,null,q3
data_2019-09-03-14-55-13_mfiv6k4jb5,2618,<p>How well does Atorvaprolol work?</p>,NA,html-slider-response,127,310904,0.0-2.0-5.20,A-,AB+,experimental,A-AB+,FALSE,TRUE,People who took Atorvaprolol were not cured,People who took Atorvaprolol and Lorataprazole were cured,How well does Lorataprazole work?,How well does the combination of Atorvaprolol and Lorataprazole work?,null,How well does Atorvaprolol work?,3,2,3,4,1,-53,q4
data_2019-09-03-14-55-13_mfiv6k4jb5,null,+,null,html-keyboard-response,128,311406,0.0-2.0-0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,null,<p>People who took Cofloxacin were not cured</p><p>People who took Cycloprofen and Citaloloft were not cured</p>,null,html-keyboard-response,129,316408,0.0-2.0-1.21,C-,AB-,control,C-AB-,FALSE,FALSE,People who took Cofloxacin were not cured,People who took Cycloprofen and Citaloloft were not cured,How well does Citaloloft work?,How well does Cofloxacin work?,How well does the combination of Cycloprofen and Citaloloft work?,How well does Cycloprofen work?,18,3,1,4,2,NA,NA
data_2019-09-03-14-55-13_mfiv6k4jb5,3945,<p>How well does Citaloloft work?</p>,NA,html-slider-response,130,320354,0.0-2.0-2.21,C-,AB-,control,C-AB-,FALSE,FALSE,People who took Cofloxacin were not cured,People who took Cycloprofen and Citaloloft were not cured,How well does Citaloloft work?,How well does Cofloxacin work?,How well does the combination of Cycloprofen and Citaloloft work?,How well does Cycloprofen work?,18,3,1,4,2,-51,q1
data_2019-09-03-14-55-13_mfiv6k4jb5,2169,<p>How well does Cofloxacin work?</p>,NA,html-slider-response,131,322524,0.0-2.0-3.21,C-,AB-,control,C-AB-,FALSE,FALSE,People who took Cofloxacin were not cured,People who took Cycloprofen and Citaloloft were not cured,How well does Citaloloft work?,How well does Cofloxacin work?,How well does the combination of Cycloprofen and Citaloloft work?,How well does Cycloprofen work?,18,3,1,4,2,-55,q2
data_2019-09-03-14-55-13_mfiv6k4jb5,2443,<p>How well does the combination of Cycloprofen and Citaloloft work?</p>,NA,html-slider-response,132,324969,0.0-2.0-4.21,C-,AB-,control,C-AB-,FALSE,FALSE,People who took Cofloxacin were not cured,People who took Cycloprofen and Citaloloft were not cured,How well does Citaloloft work?,How well does Cofloxacin work?,How well does the combination of Cycloprofen and Citaloloft work?,How well does Cycloprofen work?,18,3,1,4,2,-53,q3
data_2019-09-03-14-55-13_mfiv6k4jb5,3640,<p>How well does Cycloprofen work?</p>,NA,html-slider-response,133,328609,0.0-2.0-5.21,C-,AB-,control,C-AB-,FALSE,FALSE,People who took Cofloxacin were not cured,People who took Cycloprofen and Citaloloft were not cured,How well does Citaloloft work?,How well does Cofloxacin work?,How well does the combination of Cycloprofen and Citaloloft work?,How well does Cycloprofen work?,18,3,1,4,2,-57,q4
